"","Test.kidney.2","Control.kidney.1","Control.lung.1","Test.lung.1","Test.lung.2","Control.lung.2","Control.liver.1","Test.liver.2","Test.liver.1","Control.liver.2"
"2310042E22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310043L19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310043O21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310050C09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310057J18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310057N15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310061N02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310065F04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310069G16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310079G19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2310081J21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2410003L11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2410007B07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2410012E07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2410012M07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2410088K16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2410141K09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2610016A17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2610034M16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2610035F20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2610100L16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2610316D01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2610528A11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2700086A05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2810404M03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2810429I04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2810442N19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2900011O08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2900041M22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2900052N01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2900057B20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"2900092C05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3010001F23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3010033K07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3100003L05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3110015C05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3110039I08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3110039M20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3110079O15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3300002I08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3300005D01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"3830417A13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4732456N10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4833412C05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4833423E24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921501E09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921504E06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921506M07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921507L20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921508D12Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921509C19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921509O07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921511C20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921511H03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921511M17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921524L21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921525O09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921530L21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921531P14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921533I20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921534H16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4921539E11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4922502D21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4922502H24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4922502N22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930401O10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930401O12Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930402F06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930402K13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930404A05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930404A10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930404H11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930405A10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930405D11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930405J17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930405L22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930406D18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930407I10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930412B13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930412D23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930413E15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930413G21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930413M19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930415F15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930415L06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930415O20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930417O13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930419G24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930425K10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930426L09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930428D18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930428E07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930428G15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930428O21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930429B21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930429F11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930430A15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930430D24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930430F21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930430J02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930432M17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930433B08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930433I11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930434J06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930435E12Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930438E09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930440C22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930440I19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930442J19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930443O20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930444F02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930444G20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930444M15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930447A16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930447C04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930447J18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930447K03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930448C13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930448F12Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930448H16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930448I18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930449E01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930449E18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930449I24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930451I11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930452G13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930452N14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930453H23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930455B14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930455D15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930455F16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930455J16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930456L15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930459C07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930459L07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930465K10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930465M20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930467D21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930467E23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930468A15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930469G21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930471C04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930471G03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930471M09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930473O22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930474H20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930474N05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930478P22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930479D17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930480E11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930480G23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930482G09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930483J18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930486F22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930486I03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930487D11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930488B22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930488L21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930500F04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930500L23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930502A04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930502E09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930502E18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930503B20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930503E14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930503E24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930503H13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930503O07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930504O13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930505A04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930505G20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930509K18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930511E03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930513D17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930515B02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930515G16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930515L03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930515L19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930518P08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930519D14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930519F16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930519F24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930519H02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930521E06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930522H14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930522O17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930523O13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930524B15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930524C18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930524N10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930524O08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930525D18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930525M21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930527F14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930527G23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930528P14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930529K09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930529L06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930529M08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930532M18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930533B01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930539C22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930539M17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930539N22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930540M03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930542C21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930543E12Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930544D05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930544G11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930544M13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930545E07Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930546C10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930547E08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930547E14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930548H24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930548K13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930549C01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930550L24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930552N02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930552P12Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930553E22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930554C24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930555B11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930555G01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930556C24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930556G01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930556J02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930556N09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930557A04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930557J02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930558C23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930558G05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930558K02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930563D23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930563M20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930564B18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930564C03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930564D02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930565D16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930567H17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930567J20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930567K20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930568D16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930568G15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930570G19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930572K03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930572O03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930572O13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930573O16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930578I06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930578M01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930578N18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930579F01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930583P06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930584F24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930590J08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930590L20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930591A17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930592I03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930593A02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930593C16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930595M18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930596D02Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930597G03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930598F16Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931408C20Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931409K22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931417E11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931419H13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931423N10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931429I11Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931429L15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931429P17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931431B13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931431F19Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931440F15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931440J10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4931440L10Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
